nama,berat,url,negara,noc,cabor,negl,kotal,tinggi,tgll,status
NUR IZAZI ROSLI,55kg,https://id.asiangames2018.id/athletes/athlete/ROSLI-Nur-Izazi-3008965/,Malaysia,MAS,Menembak,Malaysia,WP KUALA LUMPUR,157CM,08/17/2000,
DEFIA ROSMANIAR,51kg,https://id.asiangames2018.id/athletes/athlete/ROSMANIAR-Defia-3017222/,Indonesia,INA,Taekwondo,Indonesia,,167CM,05/25/1995,
Farzad Rostami,65kg,https://id.asiangames2018.id/athletes/athlete/ROSTAMI-Farzad-3027852/,IR Iran,IRI,Bola Tangan,NA,,174CM,05/04/1991,
KIANOUSH ROSTAMI,94kg,https://id.asiangames2018.id/athletes/athlete/ROSTAMI-Kianoush-3003588/,IR Iran,IRI,Angkat Besi,IslamicRepublicofIran,,174CM,07/23/1991,
Soheil Rostamian,80kg,https://id.asiangames2018.id/athletes/athlete/ROSTAMIAN-Soheil-3000331/,IR Iran,IRI,Polo Air,NA,,184CM,05/08/1996,
HANIYEH ROSTAMIYAN,-,https://id.asiangames2018.id/athletes/athlete/ROSTAMIYAN-Haniyeh-3022371/,IR Iran,IRI,Menembak,IslamicRepublicofIran,,-,09/11/1998,
FATIN SYAHIRAH ROSZIZI,55kg,https://id.asiangames2018.id/athletes/athlete/ROSZIZI-Fatin-Syahirah-3008216/,Malaysia,MAS,Skateboard,Malaysia,SELANGOR,159CM,04/06/2002,
Poonnada Rotchanarut,58kg,https://id.asiangames2018.id/athletes/athlete/ROTCHANARUT-Poonnada-3006411/,Thailand,THA,Polo Air,NA,,162CM,08/20/2002,
ABRAHAM ROTICH,62kg,https://id.asiangames2018.id/athletes/athlete/ROTICH-Abraham-3010781/,Bahrain,BRN,Atletik,Kenya,,171CM,09/26/1993,
TANNYA ROUMIMPER,74kg,https://id.asiangames2018.id/athletes/athlete/ROUMIMPER-Tannya-3017881/,Indonesia,INA,Boling,Indonesia,,170CM,11/10/1990,
Amir Roustaei,70kg,https://id.asiangames2018.id/athletes/athlete/ROUSTAEI-Amir-3023471/,IR Iran,IRI,Sepak Bola,NA,,178CM,08/05/1997,
NEEL ROY,82kg,https://id.asiangames2018.id/athletes/athlete/ROY-Neel-3016179/,India,IND,Renang  ,India,MUMBAI,191CM,10/05/2001,
RAWAFI YAPUTRA YANTO ROZALI ROZALI,85kg,https://id.asiangames2018.id/athletes/athlete/ROZALI-Rawafi-Yaputra-Yanto-Roza-3020900/,Indonesia,INA,Bisbol ,Indonesia,,189CM,08/06/1994,
ROZAIMI ROZALI,56kg,https://id.asiangames2018.id/athletes/athlete/ROZALI-Rozaimi-3008440/,Malaysia,MAS,Taekwondo,Malaysia,JOHOR,183CM,10/17/1994,
HONGTING RUAN,73kg,https://id.asiangames2018.id/athletes/athlete/RUAN-Hongting-3010887/,China,CHN,Rugby 7,China,,180CM,10/06/1995,
WINAI RUANGRIT,64kg,https://id.asiangames2018.id/athletes/athlete/RUANGRIT-Winai-3017057/,Thailand,THA,Panjat Tebing,Thailand,BANGKOK,170CM,04/06/1996,
Mikhail Ruday,104kg,https://id.asiangames2018.id/athletes/athlete/RUDAY-Mikhail-3029566/,Kazakhstan,KAZ,Polo Air,NA,,194CM,05/04/1988,
BOGDAN RUDER,71kg,https://id.asiangames2018.id/athletes/athlete/RUDER-Bogdan-3021614/,Kazakhstan,KAZ,Balap Sepeda Trek,Kazakhstan,,182CM,11/29/1999,
EDWIN GINANJAR RUDIANA,89kg,https://id.asiangames2018.id/athletes/athlete/RUDIANA-Edwin-Ginanjar-3019627/,Indonesia,INA,Dayung,Indonesia,,184CM,06/10/1993,
ATHIWAT RUEANGSRI,74kg,https://id.asiangames2018.id/athletes/athlete/RUEANGSRI-Athiwat-3018442/,Thailand,THA,Skateboard,Thailand,SUPHAN BURI,180CM,12/18/1993,
SITI NOOR AMARINA RUHANI,60kg,https://id.asiangames2018.id/athletes/athlete/RUHANI-Siti-Noor-Amarina-3005524/,Malaysia,MAS,Hoki,Malaysia,PULAU PINANG,167CM,01/22/1987,
RUHIL RUHIL,54kg,https://id.asiangames2018.id/athletes/athlete/RUHIL-Ruhil-3017219/,Indonesia,INA,Taekwondo,Indonesia,,160CM,09/15/1996,
Alisa Rukpinij,55kg,https://id.asiangames2018.id/athletes/athlete/RUKPINIJ-Alisa-3011885/,Thailand,THA,Sepak Bola,NA,,160CM,02/02/1995,
SUREEWAN RUNAN,48kg,https://id.asiangames2018.id/athletes/athlete/RUNAN-Sureewan-3002011/,Thailand,THA,Atletik,Thailand,UBON RATCHATHANI,157CM,05/03/1997,
CHRISTOPHER BENJAMIN RUNGKAT,70kg,https://id.asiangames2018.id/athletes/athlete/RUNGKAT-Christopher-Benjamin-3022478/,Indonesia,INA,Tenis,Indonesia,,170CM,01/14/1990,
SASITHON RUNGSAWANG,80kg,https://id.asiangames2018.id/athletes/athlete/RUNGSAWANG-Sasithon-3005724/,Thailand,THA,Kabaddi,Thailand,RATCHABURI,173CM,12/20/1996,
 RUPINDER PAL SINGH,96kg,https://id.asiangames2018.id/athletes/athlete/RUPINDER-PAL-SINGH-3000450/,India,IND,Hoki,India,"FARIDKOT, PUNJAB",193CM,11/11/1990,
AMRI RUSDANA,73kg,https://id.asiangames2018.id/athletes/athlete/RUSDANA-Amri-3025182/,Indonesia,INA,Pencak Silat,Indonesia,,172CM,02/26/1992,
ZULFADHLI RUSLAN,70kg,https://id.asiangames2018.id/athletes/athlete/RUSLAN-Zulfadhli-3007584/,Malaysia,MAS,Panahan,Malaysia,JOHOR,170CM,07/11/1992,
JENNIFER RUSSANOVA,60kg,https://id.asiangames2018.id/athletes/athlete/RUSSANOVA-Jennifer-3030027/,Kazakhstan,KAZ,Renang Artistik,NewZealand,,172CM,03/26/2003,
IVAN RUSSAPETOV,95kg,https://id.asiangames2018.id/athletes/athlete/RUSSAPETOV-Ivan-3029551/,Kazakhstan,KAZ,Bola Voli,Kazakhstan,,202CM,08/01/1990,
KIRILL RUSTAMOV,79kg,https://id.asiangames2018.id/athletes/athlete/RUSTAMOV-Kirill-3001180/,Uzbekistan,UZB,Polo Air,Uzbekistan,,185CM,04/24/1995,
MAVLONJON RUSTAMOV,50kg,https://id.asiangames2018.id/athletes/athlete/RUSTAMOV-Mavlonjon-3002251/,Uzbekistan,UZB,Taekwondo,Uzbekistan,,168CM,09/24/1997,
MUHAMMAS YUNUS RUSTANDI,70kg,https://id.asiangames2018.id/athletes/athlete/RUSTANDI-Muhammas-Yunus-3019749/,Indonesia,INA,Kano/Kayak Sprint,Indonesia,,170CM,07/11/1994,
JONATHAN RUZ,68kg,https://id.asiangames2018.id/athletes/athlete/RUZ-Jonathan-3013832/,Philippines,PHI,Kano/Kayak Sprint,Philippines,TAYTAY RIZAL,165CM,04/17/1997,
AMEEN RUZI,63kg,https://id.asiangames2018.id/athletes/athlete/RUZI-Ameen-3013735/,Kingdom of Saudi Arabia,KSA,Jet Ski,KingdomofSaudiArabia,JEDDAH,163CM,02/16/1996,
DOSTON RUZIEV,62kg,https://id.asiangames2018.id/athletes/athlete/RUZIEV-Doston-3002129/,Uzbekistan,UZB,Ju-Jitsu,Uzbekistan,,160CM,07/10/1996,
FARANGIZ RUZIEVA,50kg,https://id.asiangames2018.id/athletes/athlete/RUZIEVA-Farangiz-3001731/,Uzbekistan,UZB,Trampoline Gymnastics,Uzbekistan,,165CM,10/28/1999,
ANASTASIYA RUZMETOVA,51kg,https://id.asiangames2018.id/athletes/athlete/RUZMETOVA-Anastasiya-3001199/,Uzbekistan,UZB,Renang Artistik,Uzbekistan,,164CM,01/19/1992,
Hyon Ju Ryang,70kg,https://id.asiangames2018.id/athletes/athlete/RYANG-Hyon-Ju-3027725/,DPR Korea,PRK,Sepak Bola,NA,,172CM,05/31/1998,
EKATERINA RYAZANOVA,70kg,https://id.asiangames2018.id/athletes/athlete/RYAZANOVA-Ekaterina-3001393/,Uzbekistan,UZB,Triathlon,Uzbekistan,,177CM,03/09/2001,
SONG GANG RYONG,78kg,https://id.asiangames2018.id/athletes/athlete/RYONG-Song-Gang-3027612/,DPR Korea,PRK,Menembak,DPRKorea,,174CM,07/01/1986,
OLGA RYPAKOVA,65kg,https://id.asiangames2018.id/athletes/athlete/RYPAKOVA-Olga-3029144/,Kazakhstan,KAZ,Atletik,Kazakhstan,,183CM,11/30/1984,
ANARA RYSKULOVA,52kg,https://id.asiangames2018.id/athletes/athlete/RYSKULOVA-Anara-3008005/,Kyrgyzstan,KGZ,Kurash,Kyrgyzstan,BISHKEK,160CM,12/14/1995,
BEKTUR RYSMAMBETOV,73kg,https://id.asiangames2018.id/athletes/athlete/RYSMAMBETOV-Bektur-3006836/,Kyrgyzstan,KGZ,Judo,Kyrgyzstan,BISHKEK,170CM,08/05/1992,
HAERAN RYU,80kg,https://id.asiangames2018.id/athletes/athlete/RYU-Haeran-3012811/,Korea,KOR,Golf,Korea,,176CM,03/23/2001,
HANSU RYU,70kg,https://id.asiangames2018.id/athletes/athlete/RYU-Hansu-3014638/,Korea,KOR,Gulat,Korea,,168CM,02/01/1988,
SEOYEON RYU,57kg,https://id.asiangames2018.id/athletes/athlete/RYU-Seoyeon-3011364/,Korea,KOR,Boling,Korea,,163CM,02/15/1988,
BARATH KUMAR S,85kg,https://id.asiangames2018.id/athletes/athlete/S-Barath-Kumar-3008447/,Singapore,SGP,Kano/Kayak Sprint,Singapore,SINGAPORE,184CM,10/03/1991,
SOL SA,53kg,https://id.asiangames2018.id/athletes/athlete/SA-Sol-3016469/,Korea,KOR,Panjat Tebing,Korea,,165CM,03/21/1994,
BOUNTHAVY SA ATSY,73kg,https://id.asiangames2018.id/athletes/athlete/SA-ATSY-Bounthavy-3014786/,Lao PDR,LAO,Karate,LaoPeoplesDemocraticRepublic,Vientiane Capital,173CM,04/18/1992,
MUHAMMAD SHAHRIL SAABAH,69kg,https://id.asiangames2018.id/athletes/athlete/SAABAH-Muhammad-Shahril-3004437/,Malaysia,MAS,Hoki,Malaysia,KUALA LUMPUR,173CM,03/28/1994,
ABDULLRAHMAN SAAD,80kg,https://id.asiangames2018.id/athletes/athlete/SAAD-Abdullrahman-3004928/,Qatar,QAT,Basket,Qatar,DOHA,180CM,07/02/1996,
MONA SAAD,80kg,https://id.asiangames2018.id/athletes/athlete/SAAD-Mona-3001578/,Qatar,QAT,Basket 3x3,Qatar,DOHA,170CM,04/25/1998,
SULAIMAN SAAD,80kg,https://id.asiangames2018.id/athletes/athlete/SAAD-Sulaiman-3004261/,Qatar,QAT,Bola Voli,Qatar,DOHA,170CM,06/30/1987,
FAIZAL SAARI,56kg,https://id.asiangames2018.id/athletes/athlete/SAARI-Faizal-3004444/,Malaysia,MAS,Hoki,Malaysia,KUALA LUMPUR,168CM,01/13/1991,
MOHD FITRI SAARI,56kg,https://id.asiangames2018.id/athletes/athlete/SAARI-Mohd-Fitri-3004432/,Malaysia,MAS,Hoki,Malaysia,KUALA LUMPUR,161CM,03/04/1993,
RAJANI SABAR,46kg,https://id.asiangames2018.id/athletes/athlete/SABAR-Rajani-3011828/,India,IND,Rugby 7,India,KHARIGUMA,155CM,03/16/1999,
JACK SABAT,79kg,https://id.asiangames2018.id/athletes/athlete/SABAT-Jack-3013106/,Palestine,PLE,Basket,Palestine,BETHLEHEM,182CM,10/06/1990,
SYMBAT SABAZOVA,67kg,https://id.asiangames2018.id/athletes/athlete/SABAZOVA-Symbat-3021262/,Kazakhstan,KAZ,Hoki,Kazakhstan,,167CM,08/22/1994,
Husain Sabba,69kg,https://id.asiangames2018.id/athletes/athlete/SABBA-Husain-3007133/,Bahrain,BRN,Sepak Bola,NA,,176CM,10/03/1997,
MAITHAM SABBA,77kg,https://id.asiangames2018.id/athletes/athlete/SABBA-Maitham-3005800/,Bahrain,BRN,Ju-Jitsu,Bahrain,,175CM,06/17/1992,
SOMAYEH SABETZADEH,-,https://id.asiangames2018.id/athletes/athlete/SABETZADEH-Somayeh-3023206/,IR Iran,IRI,Basket 3x3,IslamicRepublicofIran,,-,05/14/1996,
SHIELDANNAH SABIO,41kg,https://id.asiangames2018.id/athletes/athlete/SABIO-Shieldannah-3013680/,Philippines,PHI,Senam Ritmik,Philippines,TAGUM CITY,151CM,10/12/1998,
SHAKHZODBEK SABIROV,90kg,https://id.asiangames2018.id/athletes/athlete/SABIROV-Shakhzodbek-3004087/,Uzbekistan,UZB,Judo,Uzbekistan,,187CM,05/29/1993,
KAMIL SABITOV,67kg,https://id.asiangames2018.id/athletes/athlete/SABITOV-Kamil-3029836/,Kyrgyzstan,KGZ,Berkuda,Kyrgyzstan,,177CM,09/13/1999,
NUR DHABITAH SABRI,50kg,https://id.asiangames2018.id/athletes/athlete/SABRI-Nur-Dhabitah-3005309/,Malaysia,MAS,Loncat Indah,Malaysia,WILAYAH PERSEKUTUAN KUALA LUMP,153CM,07/12/1999,
SABRI SABRI,63kg,https://id.asiangames2018.id/athletes/athlete/SABRI-Sabri-3022169/,Indonesia,INA,Panjat Tebing,Indonesia,,176CM,01/23/1995,
 SACHIN KUMAR,80kg,https://id.asiangames2018.id/athletes/athlete/SACHIN-KUMAR-3003747/,India,IND,Kano/Kayak Sprint,India,"SONIPAT, HARYANA",172CM,12/20/1992,
JEAN CLAUDE SACLAG,67kg,https://id.asiangames2018.id/athletes/athlete/SACLAG-Jean-Claude-3006434/,Philippines,PHI,Wushu,Philippines,LUBUAGAN K APO,182CM,09/25/1994,
Yudith Herlina Sada,51kg,https://id.asiangames2018.id/athletes/athlete/SADA-Yudith-Herlina-3020598/,Indonesia,INA,Sepak Bola,NA,,160CM,07/25/1983,
ILYAS SADARA,69kg,https://id.asiangames2018.id/athletes/athlete/SADARA-Ilyas-3018500/,Thailand,THA,Pencak Silat,Thailand,NARATHIWAT,171CM,04/22/1993,
SAYED AMIN SADAT,-,https://id.asiangames2018.id/athletes/athlete/SADAT-Sayed-Amin-3030499/,Afghanistan,AFG,Basket 3x3,Afghanistan,,-,09/10/1995,
UMAR SADAT,68kg,https://id.asiangames2018.id/athletes/athlete/SADAT-Umar-3007957/,Pakistan,PAK,Atletik,Pakistan,KARACHI,171CM,02/16/1995,
Jamil Saddir,98kg,https://id.asiangames2018.id/athletes/athlete/SADDIR-Jamil-3016107/,Syria,SYR,Basket,NA,,200CM,01/13/1989,
MALIK JAN SADEED,65kg,https://id.asiangames2018.id/athletes/athlete/SADEED-Malik-Jan-3024071/,Afghanistan,AFG,Gulat,Afghanistan,Kheng,172CM,07/07/1986,
SADAF SADEGH VAZIRI,64kg,https://id.asiangames2018.id/athletes/athlete/SADEGH-VAZIRI-Sadaf-3023365/,IR Iran,IRI,Tenis,IslamicRepublicofIran,,171CM,07/26/1999,
FARHANG SADEGHI,80kg,https://id.asiangames2018.id/athletes/athlete/SADEGHI-Farhang-3001979/,IR Iran,IRI,Berkuda,IslamicRepublicofIran,,178CM,09/21/1975,
MAHSA SADEGHI,-,https://id.asiangames2018.id/athletes/athlete/SADEGHI-Mahsa-3029227/,IR Iran,IRI,Taekwondo,IslamicRepublicofIran,,-,07/28/1997,
Afshin Sadeghi Askari,96kg,https://id.asiangames2018.id/athletes/athlete/SADEGHI-ASKARI-Afshin-3029909/,IR Iran,IRI,Bola Tangan,NA,,187CM,03/25/1993,
ARMINA SADEGHIAN,-,https://id.asiangames2018.id/athletes/athlete/SADEGHIAN-Armina-3022329/,IR Iran,IRI,Menembak,IslamicRepublicofIran,,-,01/22/2002,
ALISA SADEK,48kg,https://id.asiangames2018.id/athletes/athlete/SADEK-Alisa-3013123/,Lebanon,LBN,Senam Ritmik,Lebanon,Ain El Remmani,165CM,12/30/1999,
NDIR SADIKH,80kg,https://id.asiangames2018.id/athletes/athlete/SADIKH-Ndir-3004642/,Qatar,QAT,Bola Voli,Senegal,DOHA,170CM,02/02/1986,
ABDULLATEF SADIQ,80kg,https://id.asiangames2018.id/athletes/athlete/SADIQ-Abdullatef-3001860/,Qatar,QAT,Tinju,Qatar,DOHA,170CM,08/11/1981,
KAZUKI SADO,67kg,https://id.asiangames2018.id/athletes/athlete/SADO-Kazuki-3026434/,Japan,JPN,Berkuda,Japan,,177CM,02/20/1985,
AYANA SADOYAMA,53kg,https://id.asiangames2018.id/athletes/athlete/SADOYAMA-Ayana-3026040/,Japan,JPN,Angkat Besi,Japan,,153CM,05/03/1994,
RIRI SADOYAMA,56kg,https://id.asiangames2018.id/athletes/athlete/SADOYAMA-Riri-3025440/,Japan,JPN,Golf,Japan,,157CM,05/05/2000,
SAFINA SADULLAEVA,55kg,https://id.asiangames2018.id/athletes/athlete/SADULLAEVA-Safina-3004103/,Uzbekistan,UZB,Atletik,Uzbekistan,,185CM,03/04/1998,
JO SAE LEE,57kg,https://id.asiangames2018.id/athletes/athlete/SAE-LEE-Jo-3003221/,Thailand,THA,Wushu,Thailand,BANGKOK,155CM,11/07/1998,
WARANYA SAE TAE,52kg,https://id.asiangames2018.id/athletes/athlete/SAE-TAE-Waranya-3008191/,Thailand,THA,Balap Sepeda BMX,Thailand,BANGKOK,163CM,06/07/1996,
BANCHA SAE THO,50kg,https://id.asiangames2018.id/athletes/athlete/SAE-THO-Bancha-3003219/,Thailand,THA,Wushu,Thailand,BANGKOK,150CM,12/28/2000,
YANEE SAEBE,52kg,https://id.asiangames2018.id/athletes/athlete/SAEBE-Yanee-3004743/,Thailand,THA,Boling,Thailand,BANGKOK,160CM,10/22/1993,
Wipaporn Saechua,60kg,https://id.asiangames2018.id/athletes/athlete/SAECHUA-Wipaporn-3022302/,Thailand,THA,Basket,NA,,170CM,04/03/1987,
Abdulazez Saeed,76kg,https://id.asiangames2018.id/athletes/athlete/SAEED-Abdulazez-3010955/,Kingdom of Saudi Arabia,KSA,Bola Tangan,NA,,190CM,01/28/1990,
MUHAMMAD USAMA SAEED,51kg,https://id.asiangames2018.id/athletes/athlete/SAEED-Muhammad-Usama-3021151/,Pakistan,PAK,Soft Tenis,Pakistan,KARACHI,162CM,01/27/1998,
YAAQOB SAEED,80kg,https://id.asiangames2018.id/athletes/athlete/SAEED-Yaaqob-3001938/,Qatar,QAT,Taekwondo,Yemen,yemen,170CM,01/01/1997,
ALI SAEEDUDDIN,74kg,https://id.asiangames2018.id/athletes/athlete/SAEEDUDDIN-Ali-3019917/,Pakistan,PAK,Anggar,Pakistan,KARACHI,175CM,10/09/1996,
CHINATSU SAEGUSA,50kg,https://id.asiangames2018.id/athletes/athlete/SAEGUSA-Chinatsu-3005898/,Japan,JPN,Sepaktakraw,Japan,TOKYO,155CM,06/24/1994,
SIYAVASH SAEIDIKHARAYEM,90kg,https://id.asiangames2018.id/athletes/athlete/SAEIDIKHARAYEM-Siyavash-3003191/,IR Iran,IRI,Dayung,IslamicRepublicofIran,,189CM,04/30/1987,
Khwanrudi Saengchan,57kg,https://id.asiangames2018.id/athletes/athlete/SAENGCHAN-Khwanrudi-3011895/,Thailand,THA,Sepak Bola,NA,,160CM,05/16/1991,
Chatchai Saengdao,75kg,https://id.asiangames2018.id/athletes/athlete/SAENGDAO-Chatchai-3013272/,Thailand,THA,Sepak Bola,NA,,185CM,01/11/1997,
JAKKRAPHOP SAENGSEE,73kg,https://id.asiangames2018.id/athletes/athlete/SAENGSEE-Jakkraphop-3003288/,Thailand,THA,Bola Voli,Thailand,KAMPHAENG PHET,186CM,01/16/1995,
Kanjanaporn Saenkhun,60kg,https://id.asiangames2018.id/athletes/athlete/SAENKHUN-Kanjanaporn-3011268/,Thailand,THA,Sepak Bola,NA,,160CM,07/18/1996,
JARUWAT SAENSUK,73kg,https://id.asiangames2018.id/athletes/athlete/SAENSUK-Jaruwat-3016891/,Thailand,THA,Dayung,Thailand,KANCHANABURI,185CM,05/21/1996,
Kaithip Saeteaw,67kg,https://id.asiangames2018.id/athletes/athlete/SAETEAW-Kaithip-3007826/,Thailand,THA,Polo Air,NA,,165CM,11/29/2000,
ERIK SAF,73kg,https://id.asiangames2018.id/athletes/athlete/SAF-Erik-3019755/,Indonesia,INA,Kano/Kayak Sprint,Indonesia,,173CM,12/17/1993,
MOHAMMAD SAFAIE MAJD,72kg,https://id.asiangames2018.id/athletes/athlete/SAFAIE-MAJD-Mohammad-3023086/,IR Iran,IRI,Sepaktakraw,IslamicRepublicofIran,,178CM,01/27/1993,
HUSSAIN BAKHSH SAFARI,62kg,https://id.asiangames2018.id/athletes/athlete/SAFARI-Hussain-Bakhsh-3022889/,Afghanistan,AFG,Ju-Jitsu,Afghanistan,BAMYAN,165CM,03/21/1994,
Muhammad Syahmi Safari,59kg,https://id.asiangames2018.id/athletes/athlete/SAFARI-Muhammad-Syahmi-3005755/,Malaysia,MAS,Sepak Bola,NA,,170CM,02/05/1998,
SABA SAFARI,51kg,https://id.asiangames2018.id/athletes/athlete/SAFARI-Saba-3001759/,IR Iran,IRI,Tenis Meja,IslamicRepublicofIran,,168CM,10/16/1999,
DARYA SAFAROVA,68kg,https://id.asiangames2018.id/athletes/athlete/SAFAROVA-Darya-3000737/,Uzbekistan,UZB,Bola Tangan,Uzbekistan,,170CM,03/14/1998,
KHUSNIYA SAFAROVA,69kg,https://id.asiangames2018.id/athletes/athlete/SAFAROVA-Khusniya-3000735/,Uzbekistan,UZB,Bola Tangan,Uzbekistan,,168CM,01/01/1999,
Mavjuda Safarova,53kg,https://id.asiangames2018.id/athletes/athlete/SAFAROVA-Mavjuda-3008347/,Tajikistan,TJK,Sepak Bola,NA,,155CM,05/07/1999,
Zulaikho Safarova,43kg,https://id.asiangames2018.id/athletes/athlete/SAFAROVA-Zulaikho-3009901/,Tajikistan,TJK,Sepak Bola,NA,,148CM,07/21/2000,
SAEID SAFARZADEH,65kg,https://id.asiangames2018.id/athletes/athlete/SAFARZADEH-Saeid-3012581/,IR Iran,IRI,Balap Sepeda Jalan Raya,IslamicRepublicofIran,,179CM,09/21/1985,
KAMILLA SAFINA,53kg,https://id.asiangames2018.id/athletes/athlete/SAFINA-Kamilla-3021684/,Kazakhstan,KAZ,Kano/Kayak Slalom,Kazakhstan,,163CM,10/19/2000,
Dewi Tia Safitri,56kg,https://id.asiangames2018.id/athletes/athlete/SAFITRI-Dewi-Tia-3028591/,Indonesia,INA,Sepak Bola,NA,,162CM,03/15/1998,
VIKA IRMA SAFITRI,77kg,https://id.asiangames2018.id/athletes/athlete/SAFITRI-Vika-Irma-3028539/,Indonesia,INA,Judo,Indonesia,,168CM,12/28/1992,
ASHILLA SAFIYA,69kg,https://id.asiangames2018.id/athletes/athlete/SAFIYA-Ashilla-3018202/,Indonesia,INA,Sofbol,Indonesia,,167CM,03/12/1996,
Rafa Safiyya,42kg,https://id.asiangames2018.id/athletes/athlete/SAFIYYA-Rafa-3021177/,Maldives,MDV,Sepak Bola,NA,,165CM,04/09/1998,
ALESSYA SAFRONOVA,65kg,https://id.asiangames2018.id/athletes/athlete/SAFRONOVA-Alessya-3029542/,Kazakhstan,KAZ,Bola Voli,Kazakhstan,,185CM,02/10/1986,
OLGA SAFRONOVA,65kg,https://id.asiangames2018.id/athletes/athlete/SAFRONOVA-Olga-3029133/,Kazakhstan,KAZ,Atletik,Kazakhstan,,172CM,11/05/1991,
RUSLAN SAGDEEV,94kg,https://id.asiangames2018.id/athletes/athlete/SAGDEEV-Ruslan-3005735/,Kyrgyzstan,KGZ,Ju-Jitsu,Kyrgyzstan,BISHKEK,185CM,06/14/1998,
SIFAT SAGOO,52kg,https://id.asiangames2018.id/athletes/athlete/SAGOO-Sifat-3003875/,India,IND,Golf,India,CHANDIGARH,165CM,05/24/2001,
Bekzhan Sagynbaev,65kg,https://id.asiangames2018.id/athletes/athlete/SAGYNBAEV-Bekzhan-3023494/,Kyrgyzstan,KGZ,Sepak Bola,NA,,174CM,09/11/1994,
TALGAT SAGYNDYKOV,62kg,https://id.asiangames2018.id/athletes/athlete/SAGYNDYKOV-Talgat-3012701/,Kyrgyzstan,KGZ,Tenis Meja,Kyrgyzstan,BISHKEK,170CM,12/12/1989,
BHAGAWATI SAH TELI,57kg,https://id.asiangames2018.id/athletes/athlete/SAH-TELI-Bhagawati-3023924/,Nepal,NEP,Gulat,Nepal,PARSA,160CM,01/24/1986,
ABDELHAKIM SAHAB,94kg,https://id.asiangames2018.id/athletes/athlete/SAHAB-Abdelhakim-3024453/,Kingdom of Saudi Arabia,KSA,Bridge,KingdomofSaudiArabia,JEDDAH,172CM,08/01/1957,
 SAHIB E ASRA,55kg,https://id.asiangames2018.id/athletes/athlete/SAHIB-E-ASRA-3030128/,Pakistan,PAK,Atletik,Pakistan,,158CM,07/19/1997,
MUHAMMAD SHAH FIRDAUS SAHROM,67kg,https://id.asiangames2018.id/athletes/athlete/SAHROM-Muhammad-Shah-Firdaus-3004848/,Malaysia,MAS,Balap Sepeda Trek,Malaysia,MUAR,181CM,11/26/1995,
SAHURUN SAHURUN,75kg,https://id.asiangames2018.id/athletes/athlete/SAHURUN-Sahurun-3020792/,Indonesia,INA,Menembak,Indonesia,,165CM,01/01/1977,
Oxana Saichuk,-,https://id.asiangames2018.id/athletes/athlete/SAICHUK-Oxana-3029592/,Kazakhstan,KAZ,Polo Air,NA,,-,12/09/1995,
BARY AGUSTINI SAID,65kg,https://id.asiangames2018.id/athletes/athlete/SAID-Bary-Agustini-3029075/,Indonesia,INA,Menembak,Indonesia,,165CM,08/06/1961,
NURASLINDA SAID,52kg,https://id.asiangames2018.id/athletes/athlete/SAID-Nuraslinda-3005546/,Malaysia,MAS,Hoki,Malaysia,MELAKA,152CM,05/31/1996,
SAID EZWAN SAID DE,75kg,https://id.asiangames2018.id/athletes/athlete/SAID-de-Said-Ezwan-3009883/,Malaysia,MAS,Sepaktakraw,Malaysia,PULAU PINANG,181CM,04/04/1997,
DALIYA SAIDARA,100kg,https://id.asiangames2018.id/athletes/athlete/SAIDARA-Daliya-3016226/,Lao PDR,LAO,Panahan,LaoPeoplesDemocraticRepublic,Vientiane Province,175CM,10/20/1989,
FIRAS SAIDI,70kg,https://id.asiangames2018.id/athletes/athlete/SAIDI-Firas-3001732/,Qatar,QAT,Renang  ,Qatar,DOHA,170CM,04/14/2002,
AZADEH SAIDISIAHBIDI,-,https://id.asiangames2018.id/athletes/athlete/SAIDISIAHBIDI-Azadeh-3030400/,IR Iran,IRI,Kabaddi,IslamicRepublicofIran,,-,09/08/1992,
LUIZA SAIDIYEVA,-,https://id.asiangames2018.id/athletes/athlete/SAIDIYEVA-Luiza-3028379/,Kazakhstan,KAZ,Panahan,Kazakhstan,,-,03/17/1994,
NURULLA SAIDOV,75kg,https://id.asiangames2018.id/athletes/athlete/SAIDOV-Nurulla-3000786/,Uzbekistan,UZB,Pencak Silat,Uzbekistan,,180CM,12/21/1996,
SAIDZHALOL SAIDOV,100kg,https://id.asiangames2018.id/athletes/athlete/SAIDOV-Saidzhalol-3002252/,Tajikistan,TJK,Judo,Tajikistan,DUSHANBE,185CM,03/19/1991,
SAIDZHALOL SAIDOV,90kg,https://id.asiangames2018.id/athletes/athlete/SAIDOV-Saidzhalol-3007809/,Tajikistan,TJK,Kurash,Tajikistan,DUSHANBE,185CM,03/19/1991,
Saiyora Saidova,60kg,https://id.asiangames2018.id/athletes/athlete/SAIDOVA-Saiyora-3008325/,Tajikistan,TJK,Sepak Bola,NA,,162CM,02/01/1998,
Sakhina Saidova,58kg,https://id.asiangames2018.id/athletes/athlete/SAIDOVA-Sakhina-3006097/,Tajikistan,TJK,Sepak Bola,NA,,164CM,12/16/1999,
HASNA SAIED,63kg,https://id.asiangames2018.id/athletes/athlete/SAIED-Hasna-3006897/,Syria,SYR,Kurash,SyriaArabRepublic,LATAKIA,169CM,01/22/1995,
